Time (in s),Queue Density,Dynamic Density
375.667,0.756421,0.0287642
375.867,0.751591,0.0362127
376.067,0.751763,0.030598
376.267,0.744365,0.0318505
376.467,0.755481,0.0336336
376.667,0.757194,0.0335322
376.867,0.745563,0.0323226
377.067,0.74271,0.0310155
377.267,0.742597,0.0304771
377.467,0.73804,0.0246751
377.667,0.738149,0.0244332
377.867,0.738313,0.0210659
378.067,0.75019,0.0140387
378.267,0.751236,0.0179327
378.467,0.7552,0.0169807
378.667,0.751763,0.0239064
378.867,0.747026,0.0249755
379.067,0.746581,0.0290568
379.267,0.747077,0.0325489
379.467,0.744681,0.0259393
379.667,0.750803,0.0266884
379.867,0.748774,0.0133754
380.067,0.74717,0.0142299
380.267,0.745727,0.0144679
380.467,0.742909,0.00506846
380.667,0.743155,0.0107027
380.867,0.756613,0.00807285
381.067,0.765747,0.00657846
381.267,0.773519,0
381.467,0.817922,0.0017207
381.667,0.81967,0
381.867,0.820856,0.00328143
382.067,0.824063,0.00582931
382.267,0.82889,0.00476412
382.467,0.823642,0.0017207
